Issue Date;Invoice;Boarding Location;Seller;PO;Operation;Customer;CNPJ/CPF;Product;Code;Qty;Tax (IPI);Net Unit Value.;Gross Unit Value.;Total without tax;Total with tax;Freight;Discount Amount;Status;Delivery Date;Notes;Cliente;Contrato
04/02/2026;940;CURITIBA;Samir Sarquis;4504311949;SALE;COPEL DISTRIBUICAO AS;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;0,00%;32034,78;32034,78;32034,78;32034,78;;;Current;04/02/2026;;;
04/02/2026;941;CURITIBA;Samir Sarquis;4504311946;SALE;COPEL DISTRIBUICAO AS;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;0,00%;32034,78;32034,78;32034,78;32034,78;;;Current;04/02/2026;;;
04/02/2026;942;CURITIBA;Samir Sarquis;4504311941;SALE;COPEL DISTRIBUICAO AS;04.368.898/0001-06;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES 80KWH/MES 127V;9159610000;1;0,00%;32034,78;32034,78;32034,78;32034,78;;;Current;04/02/2026;;;
09/02/2026;950;CURITIBA;Samir Sarquis;1914;SALE ON CONSIGNMENT;A DIAS SOLAR DIST  MERCANTIL LTD;05.951.301/0001-14;INVERSOR TRIFASICO 220V ON-GRID GT3-30KQL1 AFCI;GT3-30KQL1R11002;4;0,00%;8499,992;8499,992;33999,968;33999,968;;;Current;09/02/2026;;;
09/02/2026;951;CURITIBA;Samir Sarquis;1914;SALE ON CONSIGNMENT;A DIAS SOLAR DIST  MERCANTIL LTD;05.951.301/0001-14;INVERSOR TRIFASICO 220V ON-GRID GT3-20KTL1 AFCI;GT3-20KTL1R11002;4;0,00%;6800;6800;27200;27200;;;Current;09/02/2026;;;
04/02/2026;8064;FORTALEZA;Samir Sarquis;1915;SALE ON CONSIGNMENT;A DIAS SOLAR DIST  MERCANTIL LTDA;05.951.301/0001-14; INVERSOR TRIFASICO 220V ON-GRID GT3-25KQL1 AFCI;GT3-25KQL1R11002;1;0,00%;7799,99;7799,99;7799,99;7799,99;;;Current;04/02/2026;;;
10/02/2026;8196;FORTALEZA;Samir Sarquis;4509597408;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;BATERIA SOLAR 12MS234.;9120692014;92;9,75%;1301,494305;1428,39;131411,88;144224,54;;;Current;10/02/2026;;;
10/02/2026;8196;FORTALEZA;Samir Sarquis;4509597408;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;INVERSOR 12VCC/220VCA 600W.;9191270829;1;9,75%;982,6605923;1078,47;1078,47;1183,63;;;Current;10/02/2026;;;
10/02/2026;8196;FORTALEZA;Samir Sarquis;4509597408;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;INVERSOR 24VCC/220VCA 2000W.;9191270832;2;9,75%;2866,779043;3146,29;6292,58;6906,1;;;Current;10/02/2026;;;
10/02/2026;8197;FORTALEZA;Samir Sarquis;4509597412;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;BATERIA SOLAR 12MS234.;9120692014;13;9,75%;1301,494305;1428,39;18569,07;20379,55;;;Current;10/02/2026;;;
10/02/2026;8197;FORTALEZA;Samir Sarquis;4509597412;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;CONTROLADOR DE CARGA 12VCC 10A.;9191270826;1;5,00%;246,1428571;258,45;258,45;271,38;;;Current;10/02/2026;;;
10/02/2026;8197;FORTALEZA;Samir Sarquis;4509597412;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;INVERSOR 12VCC/220VCA 600W.;9191270829;1;9,75%;982,6605923;1078,47;1078,47;1183,62;;;Current;10/02/2026;;;
10/02/2026;8198;FORTALEZA;Samir Sarquis;4509597414;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;BATERIA SOLAR 12MS234.;9120692014;26;9,75%;1301,494305;1428,39;37138,14;40759,11;;;Current;10/02/2026;;;
10/02/2026;8198;FORTALEZA;Samir Sarquis;4509597414;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;CONTROLADOR DE CARGA 12VCC 10A.;9191270826;1;5,00%;246,1428571;258,45;258,45;271,37;;;Current;10/02/2026;;;
10/02/2026;8198;FORTALEZA;Samir Sarquis;4509597414;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;INVERSOR 12VCC/220VCA 600W.;9191270829;1;9,75%;982,6605923;1078,47;1078,47;1183,62;;;Current;10/02/2026;;;
10/02/2026;8199;FORTALEZA;Samir Sarquis;4509597416;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;BATERIA SOLAR 12MS234.;9120692014;15;9,75%;1301,494305;1428,39;21425,85;23514,87;;;Current;10/02/2026;;;
10/02/2026;8200;FORTALEZA;Samir Sarquis;4509597420;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;BATERIA SOLAR 12MS234.;9120692014;1;9,75%;1301,494305;1428,39;1428,39;1567,66;;;Current;10/02/2026;;;
10/02/2026;8201;FORTALEZA;Samir Sarquis;4509597440;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;BATERIA SOLAR 12MS234.;9120692014;1;9,75%;1301,494305;1428,39;1428,39;1567,66;;;Current;10/02/2026;;;
10/02/2026;8201;FORTALEZA;Samir Sarquis;4509597440;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;BATERIA SOLAR 12MS234.;9120692014;2;9,75%;1301,494305;1428,39;2856,78;3135,31;;;Current;10/02/2026;;;
10/02/2026;8202;FORTALEZA;Samir Sarquis;4509610446;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;BATERIA SOLAR 12MS234.;9120692014;16;9,75%;1301,494305;1428,39;22854,24;25082,53;;;Current;10/02/2026;;;
10/02/2026;8202;FORTALEZA;Samir Sarquis;4509610446;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;CONTROLADOR DE CARGA 12VCC 10A.;9191270826;1;5,00%;246,1428571;258,45;258,45;271,37;;;Current;10/02/2026;;;
10/02/2026;8202;FORTALEZA;Samir Sarquis;4509610446;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;INVERSOR 24VCC/220VCA 2000W.;9191270832;1;9,75%;2866,779043;3146,29;3146,29;3453,05;;;Current;10/02/2026;;;
11/02/2026;8204;FORTALEZA;Samir Sarquis;4509623764;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;TORRE METALICA PARA 2 MODULOS FV (SIGFI);9120590570;1;0,00%;1134,64;1134,64;1134,64;1134,64;;;Current;11/02/2026;;;
11/02/2026;8204;FORTALEZA;Samir Sarquis;4509623764;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES;9192219772;1;0,00%;18320,72;18320,72;18320,72;18320,72;;;Current;11/02/2026;;;
11/02/2026;8205;FORTALEZA;Samir Sarquis;4509623759;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;TORRE METALICA PARA 2 MODULOS FV (SIGFI);9120590570;1;0,00%;1134,64;1134,64;1134,64;1134,64;;;Current;11/02/2026;;;
11/02/2026;8205;FORTALEZA;Samir Sarquis;4509623759;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES;9192219772;1;0,00%;18320,72;18320,72;18320,72;18320,72;;;Current;11/02/2026;;;
11/02/2026;8206;FORTALEZA;Samir Sarquis;4509623760;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;TORRE METALICA PARA 2 MODULOS FV (SIGFI);9120590570;1;0,00%;1134,64;1134,64;1134,64;1134,64;;;Current;11/02/2026;;;
11/02/2026;8206;FORTALEZA;Samir Sarquis;4509623760;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES;9192219772;1;0,00%;18320,72;18320,72;18320,72;18320,72;;;Current;11/02/2026;;;
11/02/2026;8207;FORTALEZA;Samir Sarquis;4509623765;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;TORRE METALICA PARA 2 MODULOS FV (SIGFI);9120590570;1;0,00%;1134,64;1134,64;1134,64;1134,64;;;Current;11/02/2026;;;
11/02/2026;8207;FORTALEZA;Samir Sarquis;4509623765;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES;9192219772;1;0,00%;18320,72;18320,72;18320,72;18320,72;;;Current;11/02/2026;;;
11/02/2026;8208;FORTALEZA;Samir Sarquis;4509623846;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;TORRE METALICA PARA 2 MODULOS FV (SIGFI);9120590570;1;0,00%;1134,64;1134,64;1134,64;1134,64;;;Current;11/02/2026;;;
11/02/2026;8208;FORTALEZA;Samir Sarquis;4509623846;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES;9192219772;1;0,00%;18320,72;18320,72;18320,72;18320,72;;;Current;11/02/2026;;;
11/02/2026;8209;FORTALEZA;Samir Sarquis;4509623847;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;TORRE METALICA PARA 2 MODULOS FV (SIGFI);9120590570;1;0,00%;1134,64;1134,64;1134,64;1134,64;;;Current;11/02/2026;;;
11/02/2026;8209;FORTALEZA;Samir Sarquis;4509623847;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES;9192219772;1;0,00%;18320,72;18320,72;18320,72;18320,72;;;Current;11/02/2026;;;
11/02/2026;8210;FORTALEZA;Samir Sarquis;4509623858;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;TORRE METALICA PARA 2 MODULOS FV (SIGFI);9120590570;1;0,00%;1134,64;1134,64;1134,64;1134,64;;;Current;11/02/2026;;;
11/02/2026;8210;FORTALEZA;Samir Sarquis;4509623858;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES;9192219772;1;0,00%;18320,72;18320,72;18320,72;18320,72;;;Current;11/02/2026;;;
11/02/2026;8211;FORTALEZA;Samir Sarquis;4509623865;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;TORRE METALICA PARA 2 MODULOS FV (SIGFI);9120590570;1;0,00%;1134,64;1134,64;1134,64;1134,64;;;Current;11/02/2026;;;
11/02/2026;8211;FORTALEZA;Samir Sarquis;4509623865;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES;9192219772;1;0,00%;18320,72;18320,72;18320,72;18320,72;;;Current;11/02/2026;;;
11/02/2026;8212;FORTALEZA;Samir Sarquis;4509623869;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;TORRE METALICA PARA 2 MODULOS FV (SIGFI);9120590570;1;0,00%;1134,64;1134,64;1134,64;1134,64;;;Current;11/02/2026;;;
11/02/2026;8212;FORTALEZA;Samir Sarquis;4509623869;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES;9192219772;1;0,00%;18320,72;18320,72;18320,72;18320,72;;;Current;11/02/2026;;;
11/02/2026;8214;FORTALEZA;Samir Sarquis;4509623875;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;TORRE METALICA PARA 2 MODULOS FV (SIGFI);9120590570;1;0,00%;1134,64;1134,64;1134,64;1134,64;;;Current;11/02/2026;;;
11/02/2026;8214;FORTALEZA;Samir Sarquis;4509623875;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES;9192219772;1;0,00%;18320,72;18320,72;18320,72;18320,72;;;Current;11/02/2026;;;
11/02/2026;8215;FORTALEZA;Samir Sarquis;4509625130;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;TORRE METALICA PARA 2 MODULOS FV (SIGFI);9120590570;1;0,00%;1134,64;1134,64;1134,64;1134,64;;;Current;11/02/2026;;;
11/02/2026;8215;FORTALEZA;Samir Sarquis;4509625130;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES;9192219772;1;0,00%;18320,72;18320,72;18320,72;18320,72;;;Current;11/02/2026;;;
12/02/2026;8229;FORTALEZA;Samir Sarquis;4509642671;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;TORRE METALICA PARA 2 MODULOS FV (SIGFI);9120590570;1;0,00%;1134,64;1134,64;1134,64;1134,64;;;Current;12/02/2026;;;
12/02/2026;8229;FORTALEZA;Samir Sarquis;4509642671;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES;9192219772;1;0,00%;18320,72;18320,72;18320,72;18320,72;;;Current;12/02/2026;;;
12/02/2026;8230;FORTALEZA;Samir Sarquis;4509642673;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;TORRE METALICA PARA 2 MODULOS FV (SIGFI);9120590570;1;0,00%;1134,64;1134,64;1134,64;1134,64;;;Current;12/02/2026;;;
12/02/2026;8230;FORTALEZA;Samir Sarquis;4509642673;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES;9192219772;1;0,00%;18320,72;18320,72;18320,72;18320,72;;;Current;12/02/2026;;;
12/02/2026;8231;FORTALEZA;Samir Sarquis;4509642676;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;TORRE METALICA PARA 2 MODULOS FV (SIGFI);9120590570;1;0,00%;1134,64;1134,64;1134,64;1134,64;;;Current;12/02/2026;;;
12/02/2026;8231;FORTALEZA;Samir Sarquis;4509642676;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES;9192219772;1;0,00%;18320,72;18320,72;18320,72;18320,72;;;Current;12/02/2026;;;
12/02/2026;8232;FORTALEZA;Samir Sarquis;4509642670;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;TORRE METALICA PARA 2 MODULOS FV (SIGFI);9120590570;1;0,00%;1134,64;1134,64;1134,64;1134,64;;;Current;12/02/2026;;;
12/02/2026;8232;FORTALEZA;Samir Sarquis;4509642670;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES;9192219772;1;0,00%;18320,72;18320,72;18320,72;18320,72;;;Current;12/02/2026;;;
12/02/2026;8233;FORTALEZA;Samir Sarquis;4509642672;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;TORRE METALICA PARA 2 MODULOS FV (SIGFI);9120590570;1;0,00%;1134,64;1134,64;1134,64;1134,64;;;Current;12/02/2026;;;
12/02/2026;8233;FORTALEZA;Samir Sarquis;4509642672;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES;9192219772;1;0,00%;18320,72;18320,72;18320,72;18320,72;;;Current;12/02/2026;;;
12/02/2026;8239;FORTALEZA;Samir Sarquis;4509642674;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;TORRE METALICA PARA 2 MODULOS FV (SIGFI);9120590570;1;0,00%;1134,64;1134,64;1134,64;1134,64;;;Current;12/02/2026;;;
12/02/2026;8239;FORTALEZA;Samir Sarquis;4509642674;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES;9192219772;1;0,00%;18320,72;18320,72;18320,72;18320,72;;;Current;12/02/2026;;;
12/02/2026;8240;FORTALEZA;Samir Sarquis;4509642675;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;TORRE METALICA PARA 2 MODULOS FV (SIGFI);9120590570;1;0,00%;1134,64;1134,64;1134,64;1134,64;;;Current;12/02/2026;;;
12/02/2026;8240;FORTALEZA;Samir Sarquis;4509642675;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES;9192219772;1;0,00%;18320,72;18320,72;18320,72;18320,72;;;Current;12/02/2026;;;
12/02/2026;8241;FORTALEZA;Samir Sarquis;4509642677;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;TORRE METALICA PARA 2 MODULOS FV (SIGFI);9120590570;1;0,00%;1134,64;1134,64;1134,64;1134,64;;;Current;12/02/2026;;;
12/02/2026;8241;FORTALEZA;Samir Sarquis;4509642677;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES;9192219772;1;0,00%;18320,72;18320,72;18320,72;18320,72;;;Current;12/02/2026;;;
19/02/2026;8316;FORTALEZA;Samir Sarquis;4509642680;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;TORRE METALICA PARA 2 MODULOS FV (SIGFI);9120590570;1;0,00%;1134,64;1134,64;1134,64;1134,64;;;Current;19/02/2026;;;
19/02/2026;8316;FORTALEZA;Samir Sarquis;4509642680;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES;9192219772;1;0,00%;18320,72;18320,72;18320,72;18320,72;;;Current;19/02/2026;;;
19/02/2026;8317;FORTALEZA;Samir Sarquis;4509642682;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;TORRE METALICA PARA 2 MODULOS FV (SIGFI);9120590570;1;0,00%;1134,64;1134,64;1134,64;1134,64;;;Current;19/02/2026;;;
19/02/2026;8317;FORTALEZA;Samir Sarquis;4509642682;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES;9192219772;1;0,00%;18320,72;18320,72;18320,72;18320,72;;;Current;19/02/2026;;;
19/02/2026;8319;FORTALEZA;Samir Sarquis;4509642683;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;TORRE METALICA PARA 2 MODULOS FV (SIGFI);9120590570;1;0,00%;1134,64;1134,64;1134,64;1134,64;;;Current;19/02/2026;;;
19/02/2026;8319;FORTALEZA;Samir Sarquis;4509642683;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES;9192219772;1;0,00%;18320,72;18320,72;18320,72;18320,72;;;Current;19/02/2026;;;
19/02/2026;8320;FORTALEZA;Samir Sarquis;4509642688;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;TORRE METALICA PARA 2 MODULOS FV (SIGFI);9120590570;1;0,00%;1134,64;1134,64;1134,64;1134,64;;;Current;19/02/2026;;;
19/02/2026;8320;FORTALEZA;Samir Sarquis;4509642688;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES;9192219772;1;0,00%;18320,72;18320,72;18320,72;18320,72;;;Current;19/02/2026;;;
19/02/2026;8321;FORTALEZA;Samir Sarquis;4509642684;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;TORRE METALICA PARA 2 MODULOS FV (SIGFI);9120590570;1;0,00%;1134,64;1134,64;1134,64;1134,64;;;Current;19/02/2026;;;
19/02/2026;8321;FORTALEZA;Samir Sarquis;4509642684;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES;9192219772;1;0,00%;18320,72;18320,72;18320,72;18320,72;;;Current;19/02/2026;;;
19/02/2026;8323;FORTALEZA;Samir Sarquis;4509642685;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;TORRE METALICA PARA 2 MODULOS FV (SIGFI);9120590570;1;0,00%;1134,64;1134,64;1134,64;1134,64;;;Current;19/02/2026;;;
19/02/2026;8323;FORTALEZA;Samir Sarquis;4509642685;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES;9192219772;1;0,00%;18320,72;18320,72;18320,72;18320,72;;;Current;19/02/2026;;;
19/02/2026;8325;FORTALEZA;Samir Sarquis;4509642686;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;TORRE METALICA PARA 2 MODULOS FV (SIGFI);9120590570;1;0,00%;1134,64;1134,64;1134,64;1134,64;;;Current;19/02/2026;;;
19/02/2026;8325;FORTALEZA;Samir Sarquis;4509642686;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES;9192219772;1;0,00%;18320,72;18320,72;18320,72;18320,72;;;Current;19/02/2026;;;
19/02/2026;8327;FORTALEZA;Samir Sarquis;4509642687;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;TORRE METALICA PARA 2 MODULOS FV (SIGFI);9120590570;1;0,00%;1134,64;1134,64;1134,64;1134,64;;;Current;19/02/2026;;;
19/02/2026;8327;FORTALEZA;Samir Sarquis;4509642687;RESALE;COELBA   COMPANHIA DE ELET  DO ESTADO DA BAHIA;15.139.629/0001-94;SIGFI 80 - SISTEMA DE GERACAO COM FONTES INTERMITENTES;9192219772;1;0,00%;18320,72;18320,72;18320,72;18320,72;;;Current;19/02/2026;;;
02/03/2026;988;CURITIBA;Anna Julia;LIVMMUN2002305;RESALE;MUNICIPIO DE CACADOR;83.074.302/0001-31;CARREGADOR DE ACUMULADOR (CA) INTELIGENTE PARA VEICULOS ELETRICOS, TIPO 2,POTENCIA, 22.000W;A0220400E11R11004;1;9,75%;4464,69;4899,997275;4464,69;4899,997275;;;Current;;;CINCATARINA;1341791396
02/03/2026;998;CURITIBA;Anna Julia;LIVMENE2502011;RESALE;ENERGIA ATUAL LTDA;46.859.676/0001-36;CARREGADOR (CA) INTELIGENTE PARA VEICULOS ELETRICOS, TIPO 1 E TIPO 2, 7.300W,230VAC, 50/60HZ, IP54;A0070230E11R11302;2;9,75%;1913,44;2100,0004;3826,88;4200,0008;;;Current;;;;
02/03/2026;999;CURITIBA;Anna Julia;LIVMYEL2502787;RESALE;YELLOT MOB LTDA;48.250.135/0001-31; CARREGADOR VEICULAR CC 60KW M0601000E2EY CCS2+CCS2 RFID-ETHERNET-4G;M0601000E2EYR11001;2;5,00%;55714,29;58500,0045;111428,58;117000,009;;;Current;;;;
03/03/2026;1000;CURITIBA;Leonardo Dib;LIVDTOD2702320;RESALE;TO DO TECNOLOGIA E SERVICOS LTDA;41.385.427/0020-03;CARREGADOR DE ACUMULADOR (CA) INTELIGENTE PARA VEICULOS ELETRICOS, TIPO 2,POTENCIA, 22.000W;A0220400E11R11004;3;9,75%;2710,71;2975,004225;8132,13;8925,012675;;;Current;;;;
03/03/2026;1001;CURITIBA;Mateus Armando;LIVDMIN2502474;RESALE;L E F COMERCIO  PROJETOS E CONSULTORIA LTDA;11.945.569/0001-46;MODULO WLAN - WIFI + BLUETOOTH, 2.4GHZ 802.11B/G/N. TENSAO DE FUNCIONAMENTO 5V - (PSD200-F1);PSD200R21001;5;15,00%;139,13;159,9995;695,65;799,9975;;;Current;;;;
03/03/2026;1002;CURITIBA;Beatriz Sales;LIVMREN2502006;RESALE;RENAULT DO BRASIL LTDA.;00.913.443/0001-73;CARREGADOR DE ACUMULADOR (CA) INTELIGENTE PARA VEICULOS ELETRICOS, TIPO 2,POTENCIA, 22.000W;A0220400E11R11004;3;9,75%;3743,46;4108,44735;11230,38;12325,34205;;;Current;;;RENAULT;41
03/03/2026;1002;CURITIBA;Beatriz Sales;LIVMREN2502006;RESALE;RENAULT DO BRASIL LTDA.;00.913.443/0001-73;D0301000E21 - CARREGADOR VEICULAR CC, POTENCIA NOMINAL DE 30KW, DIMENSOES 450 * 145 * 680 MM;D0300380E1EYW11001;3;9,75%;27334,85;29999,99788;82004,55;89999,99363;;;Current;;;RENAULT;41
05/03/2026;1006;CURITIBA;Leonardo Dib;LIVDTOD2702182;RESALE;TO DO TECNOLOGIA E SERVICOS LTDA;41.385.427/0008-09;CARREGADOR DE ACUMULADOR (CA) INTELIGENTE PARA VEICULOS ELETRICOS, TIPO 2,POTENCIA, 22.000W;A0220400E11R11004;4;9,75%;2710,71;2975,004225;10842,84;11900,0169;;;Current;;;;
05/03/2026;1007;CURITIBA;Beatriz Sales;LIVMDIM0203074;RESALE;DIMAS GWM COMERCIO DE AUTOMOVEIS IMPORTADOS LTDA;48.785.806/0005-92;" CARREGADOR VE LIVOLTEK CC MOTION COMPACT 30 KW; 400VAC;CABO 5M; 100 A; RFID; ETHERNET; 4G; CABO 1XCCS2";C03010E1EAFDR11003;1;9,75%;20514,81;22515,00398;20514,81;22515,00398;;;Current;;;GWN;1345715387
